subject,state,file
1869920170609,4,148.csv
1869920170609,3,31.csv
5575520170713,3,156.csv
2175820170609,2,34.csv
5575520170711,4,47.csv
2175820170609,2,62.csv
5575520170713,2,163.csv
0179520170504,3,25.csv
5575520170713,2,145.csv
6469920170608,4,116.csv
0179520170504,3,72.csv
6469920170608,4,201.csv
5575520170711,3,51.csv
0179520170504,1,26.csv
2175820170609,5,53.csv
5575520170713,5,122.csv
6469920170608,1,130.csv
5575520170711,5,31.csv
5575520170713,2,19.csv
0179520170504,5,117.csv
6469920170608,3,186.csv
1869920170609,5,1.csv
1869920170609,1,35.csv
6469920170608,2,97.csv
2175820170609,5,182.csv
0179520170504,2,70.csv
2175820170609,5,175.csv
0179520170504,3,30.csv
6469920170608,1,190.csv
2175820170609,5,107.csv
5575520170711,4,53.csv
0179520170504,3,187.csv
0179520170504,2,49.csv
6469920170608,3,15.csv
1869920170609,5,74.csv
5575520170713,5,22.csv
1869920170609,1,172.csv
0179520170504,1,137.csv
6469920170608,4,64.csv
1869920170609,5,166.csv
5575520170713,2,2.csv
0179520170504,2,23.csv
5575520170713,3,93.csv
0179520170504,5,174.csv
2175820170609,5,118.csv
1869920170609,1,208.csv
1869920170609,1,198.csv
1869920170609,1,21.csv
2175820170609,3,2.csv
5575520170713,2,5.csv
0179520170504,3,52.csv
5575520170711,4,88.csv
1869920170609,1,149.csv
1869920170609,1,28.csv
0179520170504,2,102.csv
2175820170609,1,62.csv
1869920170609,5,180.csv
5575520170713,5,132.csv
1869920170609,4,35.csv
6469920170608,4,53.csv
2175820170609,5,9.csv
1869920170609,5,178.csv
0179520170504,4,173.csv
1869920170609,1,62.csv
6469920170608,3,56.csv
6469920170608,5,27.csv
2175820170609,2,188.csv
6469920170608,1,68.csv
0179520170504,3,182.csv
5575520170713,2,70.csv
0179520170504,5,18.csv
2175820170609,2,193.csv
1869920170609,5,52.csv
1869920170609,3,108.csv
6469920170608,5,143.csv
2175820170609,2,166.csv
1869920170609,2,68.csv
5575520170711,5,155.csv
2175820170609,1,208.csv
1869920170609,4,116.csv
1869920170609,5,182.csv
0179520170504,5,82.csv
2175820170609,1,157.csv
5575520170713,2,180.csv
0179520170504,5,205.csv
1869920170609,2,45.csv
5575520170711,4,40.csv
2175820170609,5,101.csv
1869920170609,2,179.csv
2175820170609,3,154.csv
0179520170504,5,42.csv
5575520170713,2,206.csv
6469920170608,3,7.csv
5575520170713,3,60.csv
1869920170609,3,76.csv
1869920170609,3,197.csv
1869920170609,4,161.csv
2175820170609,3,125.csv
2175820170609,2,47.csv
0179520170504,5,32.csv
2175820170609,2,176.csv
0179520170504,3,122.csv
6469920170608,5,52.csv
6469920170608,1,12.csv
1869920170609,4,2.csv
2175820170609,5,48.csv
2175820170609,3,79.csv
5575520170713,5,80.csv
6469920170608,3,159.csv
0179520170504,2,155.csv
6469920170608,2,184.csv
0179520170504,3,46.csv
0179520170504,4,194.csv
2175820170609,1,202.csv
5575520170711,5,59.csv
5575520170711,4,131.csv
2175820170609,1,121.csv
0179520170504,4,79.csv
6469920170608,1,196.csv
5575520170711,4,6.csv
0179520170504,1,22.csv
0179520170504,2,28.csv
6469920170608,1,119.csv
2175820170609,2,204.csv
5575520170713,5,162.csv
0179520170504,3,116.csv
0179520170504,1,40.csv
5575520170713,5,207.csv
2175820170609,4,30.csv
5575520170711,4,79.csv
5575520170711,3,201.csv
5575520170713,3,200.csv
1869920170609,1,92.csv
5575520170713,2,176.csv
5575520170713,5,190.csv
2175820170609,5,114.csv
1869920170609,3,183.csv
0179520170504,4,3.csv
2175820170609,2,155.csv
5575520170711,3,190.csv
6469920170608,1,77.csv
5575520170713,3,122.csv
0179520170504,3,202.csv
2175820170609,2,154.csv
6469920170608,4,186.csv
2175820170609,1,2.csv
1869920170609,5,154.csv
0179520170504,2,16.csv
1869920170609,5,57.csv
1869920170609,2,81.csv
2175820170609,3,161.csv
2175820170609,2,26.csv
1869920170609,5,78.csv
6469920170608,2,194.csv
0179520170504,2,105.csv
5575520170711,3,96.csv
2175820170609,1,170.csv
2175820170609,5,96.csv
1869920170609,1,123.csv
1869920170609,1,209.csv
6469920170608,1,180.csv
2175820170609,5,176.csv
2175820170609,3,12.csv
0179520170504,2,82.csv
1869920170609,4,176.csv
6469920170608,5,116.csv
5575520170713,2,120.csv
5575520170711,3,142.csv
1869920170609,3,147.csv
5575520170713,5,78.csv
6469920170608,5,88.csv
0179520170504,2,100.csv
0179520170504,1,95.csv
5575520170713,5,153.csv
5575520170711,5,26.csv
2175820170609,1,11.csv
5575520170713,3,188.csv
6469920170608,5,180.csv
5575520170711,4,2.csv
2175820170609,1,210.csv
5575520170713,2,171.csv
2175820170609,5,22.csv
0179520170504,3,166.csv
0179520170504,5,15.csv
0179520170504,2,157.csv
2175820170609,2,195.csv
0179520170504,2,39.csv
2175820170609,1,85.csv
5575520170713,5,57.csv
1869920170609,2,199.csv
2175820170609,3,80.csv
2175820170609,4,29.csv
5575520170713,2,114.csv
2175820170609,2,98.csv
1869920170609,2,103.csv
6469920170608,2,198.csv
5575520170713,5,170.csv
6469920170608,2,33.csv
2175820170609,3,86.csv
5575520170711,3,17.csv
5575520170711,3,45.csv
2175820170609,3,115.csv
1869920170609,1,151.csv
6469920170608,3,19.csv
0179520170504,3,184.csv
1869920170609,5,38.csv
2175820170609,5,135.csv
6469920170608,4,164.csv
5575520170711,5,6.csv
6469920170608,2,59.csv
2175820170609,3,78.csv
2175820170609,3,176.csv
5575520170713,2,4.csv
0179520170504,4,202.csv
5575520170713,2,187.csv
0179520170504,2,143.csv
1869920170609,5,95.csv
1869920170609,4,8.csv
1869920170609,3,72.csv
2175820170609,4,118.csv
0179520170504,3,97.csv
0179520170504,1,48.csv
1869920170609,5,34.csv
0179520170504,4,170.csv
5575520170713,5,31.csv
1869920170609,2,3.csv
1869920170609,1,6.csv
5575520170713,2,46.csv
0179520170504,1,178.csv
2175820170609,2,119.csv
1869920170609,3,184.csv
2175820170609,5,133.csv
5575520170711,4,189.csv
2175820170609,1,119.csv
0179520170504,4,81.csv
1869920170609,2,204.csv
6469920170608,4,83.csv
0179520170504,5,164.csv
1869920170609,3,143.csv
2175820170609,3,81.csv
0179520170504,3,6.csv
0179520170504,4,102.csv
6469920170608,2,106.csv
0179520170504,2,207.csv
1869920170609,3,75.csv
0179520170504,1,185.csv
6469920170608,3,48.csv
0179520170504,5,68.csv
1869920170609,3,126.csv
5575520170713,5,98.csv
0179520170504,4,174.csv
6469920170608,4,11.csv
5575520170713,2,118.csv
5575520170713,2,79.csv
2175820170609,2,149.csv
5575520170713,2,109.csv
6469920170608,4,180.csv
6469920170608,5,97.csv
1869920170609,4,100.csv
5575520170713,3,119.csv
1869920170609,2,43.csv
2175820170609,4,25.csv
1869920170609,5,175.csv
0179520170504,2,128.csv
6469920170608,4,159.csv
5575520170713,5,180.csv
1869920170609,1,146.csv
5575520170711,4,155.csv
1869920170609,5,62.csv
1869920170609,3,85.csv
0179520170504,4,2.csv
6469920170608,3,177.csv
6469920170608,3,52.csv
1869920170609,4,98.csv
0179520170504,2,137.csv
2175820170609,3,69.csv
1869920170609,2,106.csv
2175820170609,4,92.csv
0179520170504,3,198.csv
5575520170713,3,4.csv
1869920170609,1,125.csv
5575520170711,5,1.csv
2175820170609,4,67.csv
5575520170711,4,154.csv
5575520170713,2,138.csv
6469920170608,2,13.csv
6469920170608,4,185.csv
6469920170608,5,19.csv
6469920170608,1,38.csv
5575520170713,2,8.csv
2175820170609,4,27.csv
6469920170608,1,164.csv
2175820170609,5,197.csv
5575520170711,4,39.csv
0179520170504,3,204.csv
6469920170608,2,199.csv
0179520170504,2,10.csv
2175820170609,5,129.csv
6469920170608,2,70.csv
2175820170609,2,128.csv
0179520170504,5,160.csv
6469920170608,1,173.csv
5575520170713,5,84.csv
5575520170713,5,144.csv
5575520170711,3,189.csv
2175820170609,4,101.csv
6469920170608,3,24.csv
6469920170608,2,204.csv
5575520170711,4,133.csv
1869920170609,3,84.csv
1869920170609,1,110.csv
6469920170608,5,86.csv
0179520170504,2,108.csv
6469920170608,3,9.csv
0179520170504,2,147.csv
6469920170608,3,72.csv
0179520170504,2,181.csv
2175820170609,5,49.csv
1869920170609,2,135.csv
0179520170504,3,39.csv
5575520170713,5,171.csv
5575520170713,3,182.csv
5575520170711,5,175.csv
6469920170608,4,130.csv
6469920170608,3,101.csv
5575520170711,4,27.csv
0179520170504,5,60.csv
2175820170609,3,58.csv
6469920170608,3,11.csv
2175820170609,2,142.csv
6469920170608,2,191.csv
2175820170609,5,206.csv
6469920170608,1,191.csv
2175820170609,3,88.csv
2175820170609,3,10.csv
1869920170609,2,17.csv
5575520170711,5,201.csv
6469920170608,4,163.csv
0179520170504,4,62.csv
1869920170609,2,129.csv
1869920170609,2,26.csv
2175820170609,5,209.csv
2175820170609,1,48.csv
5575520170711,4,60.csv
1869920170609,1,199.csv
6469920170608,4,111.csv
6469920170608,5,201.csv
1869920170609,4,173.csv
0179520170504,5,129.csv
0179520170504,4,4.csv
0179520170504,5,127.csv
5575520170711,3,160.csv
6469920170608,3,91.csv
6469920170608,5,138.csv
2175820170609,1,59.csv
2175820170609,3,127.csv
5575520170713,3,85.csv
5575520170711,5,61.csv
0179520170504,3,56.csv
2175820170609,5,102.csv
5575520170711,4,185.csv
5575520170713,3,15.csv
6469920170608,1,72.csv
2175820170609,5,2.csv
5575520170711,5,180.csv
6469920170608,1,124.csv
2175820170609,1,86.csv
0179520170504,4,172.csv
6469920170608,5,39.csv
2175820170609,3,165.csv
6469920170608,5,137.csv
2175820170609,3,24.csv
1869920170609,1,120.csv
0179520170504,4,112.csv
1869920170609,2,87.csv
6469920170608,5,174.csv
5575520170713,3,102.csv
5575520170713,3,124.csv
5575520170711,3,41.csv
5575520170711,5,17.csv
1869920170609,5,197.csv
5575520170711,4,150.csv
6469920170608,5,28.csv
5575520170713,3,111.csv
1869920170609,5,170.csv
2175820170609,4,10.csv
6469920170608,1,44.csv
2175820170609,3,30.csv
5575520170711,4,175.csv
5575520170711,5,25.csv
0179520170504,5,75.csv
5575520170713,2,154.csv
1869920170609,2,64.csv
6469920170608,1,80.csv
1869920170609,1,157.csv
5575520170713,2,205.csv
0179520170504,4,164.csv
1869920170609,1,155.csv
5575520170713,3,147.csv
5575520170713,3,5.csv
2175820170609,2,75.csv
1869920170609,1,80.csv
2175820170609,5,79.csv
0179520170504,4,199.csv
5575520170713,5,39.csv
6469920170608,4,50.csv
0179520170504,1,156.csv
0179520170504,2,35.csv
1869920170609,1,189.csv
5575520170713,5,189.csv
0179520170504,4,196.csv
0179520170504,1,132.csv
1869920170609,5,169.csv
6469920170608,3,207.csv
6469920170608,3,155.csv
1869920170609,5,29.csv
6469920170608,4,69.csv
6469920170608,1,132.csv
6469920170608,3,49.csv
6469920170608,3,10.csv
5575520170711,5,165.csv
1869920170609,2,196.csv
2175820170609,5,51.csv
6469920170608,5,121.csv
5575520170711,5,79.csv
2175820170609,2,117.csv
5575520170711,4,203.csv
6469920170608,2,6.csv
5575520170711,5,15.csv
6469920170608,4,183.csv
2175820170609,5,95.csv
2175820170609,1,78.csv
0179520170504,4,208.csv
2175820170609,1,133.csv
2175820170609,5,11.csv
5575520170713,2,199.csv
0179520170504,1,106.csv
0179520170504,4,132.csv
1869920170609,4,165.csv
6469920170608,5,122.csv
5575520170713,5,142.csv
2175820170609,4,107.csv
5575520170713,3,168.csv
5575520170713,3,92.csv
5575520170713,2,42.csv
6469920170608,1,33.csv
6469920170608,5,161.csv
6469920170608,5,187.csv
6469920170608,1,109.csv
2175820170609,3,116.csv
5575520170711,3,73.csv
6469920170608,3,33.csv
1869920170609,5,194.csv
2175820170609,4,26.csv
0179520170504,2,81.csv
1869920170609,1,68.csv
0179520170504,1,100.csv
0179520170504,3,78.csv
5575520170713,5,6.csv
2175820170609,2,126.csv
2175820170609,1,152.csv
5575520170713,5,99.csv
0179520170504,5,184.csv
0179520170504,5,91.csv
2175820170609,1,149.csv
1869920170609,4,11.csv
5575520170713,2,43.csv
5575520170711,4,134.csv
0179520170504,1,17.csv
1869920170609,5,113.csv
0179520170504,2,182.csv
0179520170504,5,166.csv
6469920170608,1,110.csv
5575520170711,4,197.csv
2175820170609,3,117.csv
5575520170713,3,136.csv
2175820170609,1,181.csv
5575520170713,2,32.csv
2175820170609,3,152.csv
6469920170608,1,98.csv
1869920170609,2,19.csv
2175820170609,1,27.csv
2175820170609,5,30.csv
2175820170609,2,19.csv
1869920170609,1,178.csv
5575520170713,2,148.csv
5575520170711,5,191.csv
5575520170711,5,169.csv
1869920170609,5,160.csv
2175820170609,1,22.csv
0179520170504,2,121.csv
5575520170711,5,195.csv
0179520170504,2,130.csv
0179520170504,4,198.csv
5575520170711,5,158.csv
5575520170713,3,65.csv
1869920170609,5,19.csv
6469920170608,3,134.csv
1869920170609,2,193.csv
0179520170504,1,169.csv
1869920170609,3,88.csv
1869920170609,2,63.csv
6469920170608,4,193.csv
1869920170609,2,195.csv
1869920170609,5,136.csv
1869920170609,1,16.csv
0179520170504,5,196.csv
2175820170609,3,149.csv
5575520170713,3,137.csv
5575520170713,5,1.csv
0179520170504,4,61.csv
5575520170713,3,45.csv
2175820170609,2,134.csv
0179520170504,3,151.csv
1869920170609,2,157.csv
2175820170609,3,87.csv
6469920170608,1,2.csv
1869920170609,2,180.csv
5575520170711,3,161.csv
2175820170609,5,61.csv
1869920170609,2,57.csv
6469920170608,5,207.csv
1869920170609,1,101.csv
0179520170504,5,185.csv
0179520170504,5,207.csv
2175820170609,5,81.csv
6469920170608,2,210.csv
5575520170711,5,198.csv
6469920170608,3,73.csv
0179520170504,3,74.csv
1869920170609,3,149.csv
1869920170609,2,25.csv
2175820170609,5,123.csv
1869920170609,3,182.csv
5575520170713,5,92.csv
5575520170711,5,119.csv
2175820170609,5,97.csv
6469920170608,5,56.csv
6469920170608,1,149.csv
6469920170608,3,57.csv
6469920170608,5,135.csv
6469920170608,3,69.csv
1869920170609,3,121.csv
6469920170608,2,64.csv
0179520170504,1,14.csv
5575520170711,3,35.csv
0179520170504,5,197.csv
5575520170711,3,120.csv
6469920170608,3,118.csv
5575520170713,2,91.csv
2175820170609,3,57.csv
1869920170609,3,78.csv
2175820170609,1,132.csv
6469920170608,2,18.csv
6469920170608,5,51.csv
5575520170711,5,154.csv
2175820170609,5,185.csv
5575520170713,2,3.csv
1869920170609,5,36.csv
1869920170609,4,108.csv
5575520170711,4,66.csv
1869920170609,5,118.csv
5575520170713,5,28.csv
0179520170504,3,16.csv
5575520170711,4,46.csv
1869920170609,1,105.csv
5575520170713,3,104.csv
0179520170504,5,126.csv
6469920170608,2,46.csv
6469920170608,5,181.csv
6469920170608,4,85.csv
5575520170713,5,179.csv
2175820170609,1,84.csv
0179520170504,2,158.csv
2175820170609,2,160.csv
0179520170504,5,24.csv
0179520170504,3,35.csv
0179520170504,3,7.csv
1869920170609,4,3.csv
5575520170711,4,156.csv
6469920170608,4,162.csv
1869920170609,5,8.csv
1869920170609,3,99.csv
0179520170504,2,34.csv
1869920170609,1,103.csv
2175820170609,4,207.csv
0179520170504,3,2.csv
0179520170504,5,113.csv
2175820170609,5,92.csv
0179520170504,3,117.csv
6469920170608,2,172.csv
5575520170713,2,189.csv
2175820170609,1,190.csv
5575520170711,3,49.csv
0179520170504,5,182.csv
2175820170609,1,35.csv
0179520170504,1,102.csv
5575520170711,3,1.csv
1869920170609,4,89.csv
6469920170608,3,156.csv
0179520170504,1,60.csv
5575520170713,3,1.csv
1869920170609,5,162.csv
2175820170609,4,7.csv
2175820170609,4,39.csv
1869920170609,1,140.csv
1869920170609,3,83.csv
2175820170609,2,181.csv
1869920170609,5,142.csv
5575520170713,3,163.csv
1869920170609,4,37.csv
5575520170711,5,173.csv
1869920170609,5,127.csv
5575520170711,5,150.csv
1869920170609,3,33.csv
5575520170713,5,139.csv
0179520170504,5,36.csv
6469920170608,5,75.csv
2175820170609,5,35.csv
5575520170713,3,193.csv
6469920170608,4,55.csv
6469920170608,2,203.csv
1869920170609,3,196.csv
6469920170608,3,126.csv
1869920170609,3,40.csv
2175820170609,4,189.csv
0179520170504,4,53.csv
5575520170713,2,103.csv
0179520170504,2,46.csv
2175820170609,5,142.csv
2175820170609,4,123.csv
0179520170504,3,28.csv
0179520170504,4,163.csv
0179520170504,5,11.csv
0179520170504,1,141.csv
6469920170608,5,23.csv
6469920170608,4,161.csv
1869920170609,4,174.csv
6469920170608,3,97.csv
5575520170713,3,43.csv
6469920170608,2,146.csv
1869920170609,4,200.csv
5575520170711,3,68.csv
0179520170504,5,179.csv
6469920170608,2,90.csv
5575520170713,3,51.csv
1869920170609,4,124.csv
1869920170609,2,128.csv
2175820170609,1,37.csv
2175820170609,2,115.csv
0179520170504,2,77.csv
1869920170609,1,154.csv
2175820170609,3,203.csv
0179520170504,2,140.csv
1869920170609,3,5.csv
5575520170711,3,153.csv
6469920170608,2,158.csv
5575520170713,3,49.csv
2175820170609,1,159.csv
5575520170711,4,191.csv
1869920170609,2,35.csv
5575520170711,5,203.csv
0179520170504,1,61.csv
6469920170608,1,37.csv
2175820170609,5,89.csv
1869920170609,1,158.csv
5575520170713,2,38.csv
5575520170711,5,67.csv
6469920170608,2,3.csv
2175820170609,5,39.csv
1869920170609,5,72.csv
5575520170713,3,59.csv
2175820170609,4,197.csv
1869920170609,2,1.csv
6469920170608,5,177.csv
1869920170609,2,161.csv
1869920170609,2,184.csv
1869920170609,5,106.csv
5575520170711,5,192.csv
0179520170504,1,6.csv
1869920170609,1,174.csv
6469920170608,1,88.csv
1869920170609,2,127.csv
5575520170713,3,86.csv
5575520170711,3,171.csv
2175820170609,1,188.csv
0179520170504,1,77.csv
0179520170504,1,122.csv
6469920170608,3,25.csv
1869920170609,3,137.csv
5575520170713,2,88.csv
5575520170711,5,186.csv
1869920170609,3,10.csv
2175820170609,4,117.csv
6469920170608,3,183.csv
6469920170608,3,204.csv
6469920170608,5,57.csv
0179520170504,1,130.csv
1869920170609,3,38.csv
1869920170609,1,179.csv
1869920170609,2,23.csv
2175820170609,2,114.csv
0179520170504,5,186.csv
5575520170711,4,82.csv
0179520170504,5,147.csv
6469920170608,3,13.csv
6469920170608,4,56.csv
6469920170608,5,99.csv
5575520170713,3,9.csv
5575520170713,3,44.csv
6469920170608,4,188.csv
2175820170609,5,205.csv
1869920170609,3,26.csv
2175820170609,3,207.csv
0179520170504,1,117.csv
6469920170608,4,71.csv
1869920170609,4,166.csv
5575520170713,3,7.csv
6469920170608,2,109.csv
6469920170608,3,120.csv
5575520170711,4,12.csv
2175820170609,1,194.csv
2175820170609,5,188.csv
1869920170609,5,143.csv
2175820170609,4,5.csv
0179520170504,5,16.csv
0179520170504,2,50.csv
2175820170609,2,50.csv
5575520170711,4,120.csv
0179520170504,3,88.csv
2175820170609,5,186.csv
0179520170504,1,183.csv
5575520170711,3,9.csv
1869920170609,3,57.csv
0179520170504,3,129.csv
0179520170504,2,170.csv
1869920170609,3,132.csv
6469920170608,5,172.csv
0179520170504,4,66.csv
5575520170711,5,32.csv
6469920170608,5,82.csv
0179520170504,3,167.csv
2175820170609,5,100.csv
2175820170609,4,198.csv
6469920170608,3,32.csv
5575520170711,5,140.csv
2175820170609,2,169.csv
1869920170609,4,15.csv
5575520170711,4,119.csv
1869920170609,2,148.csv
2175820170609,2,36.csv
6469920170608,2,166.csv
2175820170609,2,145.csv
1869920170609,3,41.csv
2175820170609,5,74.csv
5575520170711,4,180.csv
2175820170609,1,108.csv
1869920170609,5,10.csv
2175820170609,3,121.csv
6469920170608,5,128.csv
0179520170504,5,195.csv
5575520170713,5,27.csv
6469920170608,4,206.csv
6469920170608,1,92.csv
1869920170609,4,149.csv
5575520170713,2,108.csv
0179520170504,4,97.csv
1869920170609,2,21.csv
2175820170609,1,31.csv
6469920170608,5,69.csv
6469920170608,4,4.csv
6469920170608,4,28.csv
1869920170609,5,63.csv
0179520170504,3,165.csv
6469920170608,4,84.csv
1869920170609,5,191.csv
1869920170609,3,19.csv
6469920170608,2,63.csv
0179520170504,4,86.csv
5575520170711,4,19.csv
0179520170504,5,83.csv
2175820170609,5,50.csv
2175820170609,4,163.csv
1869920170609,5,18.csv
0179520170504,5,7.csv
6469920170608,1,114.csv
2175820170609,2,80.csv
1869920170609,5,58.csv
2175820170609,1,75.csv
0179520170504,4,104.csv
1869920170609,2,175.csv
1869920170609,3,30.csv
2175820170609,2,54.csv
0179520170504,4,36.csv
1869920170609,5,159.csv
1869920170609,5,82.csv
1869920170609,4,114.csv
1869920170609,4,27.csv
5575520170711,5,133.csv
1869920170609,2,29.csv
2175820170609,5,14.csv
6469920170608,2,78.csv
0179520170504,4,74.csv
6469920170608,5,92.csv
0179520170504,4,127.csv
1869920170609,3,2.csv
5575520170711,3,24.csv
5575520170713,2,147.csv
2175820170609,3,11.csv
0179520170504,2,11.csv
5575520170711,5,98.csv
5575520170711,3,53.csv
6469920170608,3,51.csv
2175820170609,5,141.csv
2175820170609,3,101.csv
2175820170609,3,60.csv
1869920170609,3,177.csv
6469920170608,1,140.csv
5575520170711,4,68.csv
6469920170608,2,58.csv
2175820170609,5,58.csv
5575520170711,4,51.csv
1869920170609,1,183.csv
5575520170713,2,47.csv
5575520170713,2,17.csv
6469920170608,4,62.csv
5575520170711,4,3.csv
1869920170609,5,83.csv
2175820170609,2,30.csv
5575520170713,3,8.csv
0179520170504,1,186.csv
6469920170608,5,9.csv
2175820170609,3,130.csv
5575520170711,3,202.csv
1869920170609,1,203.csv
6469920170608,4,72.csv
5575520170713,5,61.csv
6469920170608,1,182.csv
1869920170609,1,67.csv
6469920170608,3,112.csv
1869920170609,5,105.csv
0179520170504,5,46.csv
6469920170608,2,24.csv
0179520170504,3,197.csv
6469920170608,1,128.csv
0179520170504,5,159.csv
0179520170504,4,51.csv
1869920170609,2,155.csv
5575520170711,4,153.csv
5575520170711,4,54.csv
1869920170609,2,70.csv
1869920170609,5,51.csv
1869920170609,4,120.csv
6469920170608,5,61.csv
6469920170608,5,31.csv
1869920170609,2,149.csv
1869920170609,3,89.csv
5575520170711,5,122.csv
1869920170609,4,157.csv
2175820170609,5,33.csv
5575520170713,2,196.csv
1869920170609,5,32.csv
6469920170608,2,68.csv
6469920170608,1,91.csv
1869920170609,4,65.csv
0179520170504,3,57.csv
6469920170608,3,121.csv
6469920170608,1,74.csv
5575520170711,5,139.csv
5575520170711,4,200.csv
5575520170713,5,66.csv
0179520170504,2,67.csv
2175820170609,3,123.csv
5575520170711,5,112.csv
0179520170504,1,154.csv
5575520170711,4,137.csv
0179520170504,5,38.csv
6469920170608,5,65.csv
5575520170711,4,24.csv
5575520170713,2,7.csv
1869920170609,5,172.csv
5575520170713,3,36.csv
1869920170609,3,109.csv
2175820170609,1,182.csv
6469920170608,1,125.csv
0179520170504,5,37.csv
5575520170713,2,34.csv
2175820170609,3,193.csv
6469920170608,2,17.csv
1869920170609,3,102.csv
2175820170609,3,92.csv
2175820170609,4,75.csv
1869920170609,5,90.csv
5575520170711,3,36.csv
2175820170609,1,204.csv
1869920170609,3,14.csv
1869920170609,3,35.csv
6469920170608,4,34.csv
6469920170608,3,116.csv
1869920170609,1,134.csv
6469920170608,2,187.csv
0179520170504,4,119.csv
1869920170609,2,163.csv
5575520170711,3,203.csv
1869920170609,1,70.csv
5575520170713,2,44.csv
6469920170608,3,125.csv
1869920170609,2,15.csv
5575520170711,3,117.csv
5575520170711,4,196.csv
6469920170608,4,174.csv
0179520170504,4,147.csv
2175820170609,4,128.csv
5575520170711,3,18.csv
5575520170713,3,33.csv
1869920170609,5,196.csv
0179520170504,4,168.csv
1869920170609,4,71.csv
5575520170711,3,75.csv
1869920170609,3,112.csv
1869920170609,4,22.csv
5575520170713,3,143.csv
6469920170608,2,120.csv
0179520170504,2,59.csv
1869920170609,5,109.csv
0179520170504,3,61.csv
2175820170609,4,126.csv
1869920170609,1,61.csv
5575520170711,3,28.csv
6469920170608,2,117.csv
2175820170609,2,68.csv
6469920170608,1,24.csv
0179520170504,4,99.csv
0179520170504,3,168.csv
5575520170711,3,199.csv
5575520170711,3,144.csv
2175820170609,3,46.csv
5575520170711,5,27.csv
0179520170504,4,16.csv
0179520170504,4,183.csv
1869920170609,2,101.csv
5575520170711,3,95.csv
2175820170609,2,182.csv
5575520170711,3,38.csv
1869920170609,2,143.csv
0179520170504,1,103.csv
0179520170504,3,120.csv
2175820170609,4,104.csv
6469920170608,1,185.csv
2175820170609,4,77.csv
2175820170609,2,153.csv
5575520170711,5,44.csv
2175820170609,2,59.csv
0179520170504,1,177.csv
6469920170608,1,9.csv
5575520170713,2,141.csv
6469920170608,4,68.csv
1869920170609,3,11.csv
5575520170713,3,13.csv
1869920170609,1,82.csv
5575520170711,5,60.csv
1869920170609,3,7.csv
0179520170504,2,19.csv
1869920170609,1,17.csv
6469920170608,3,5.csv
6469920170608,2,131.csv
0179520170504,4,117.csv
2175820170609,4,153.csv
5575520170711,3,42.csv
6469920170608,2,9.csv
1869920170609,4,56.csv
6469920170608,1,202.csv
2175820170609,1,200.csv
0179520170504,1,112.csv
0179520170504,5,112.csv
6469920170608,5,43.csv
0179520170504,3,18.csv
2175820170609,5,90.csv
5575520170711,3,8.csv
5575520170713,2,45.csv
2175820170609,1,146.csv
2175820170609,3,55.csv
6469920170608,1,121.csv
2175820170609,2,100.csv
2175820170609,4,98.csv
5575520170713,3,96.csv
6469920170608,1,207.csv
5575520170711,3,61.csv
6469920170608,4,24.csv
1869920170609,5,177.csv
6469920170608,2,148.csv
6469920170608,4,128.csv
0179520170504,4,171.csv
2175820170609,1,167.csv
1869920170609,4,142.csv
1869920170609,1,94.csv
1869920170609,4,74.csv
0179520170504,1,9.csv
5575520170711,3,25.csv
6469920170608,4,127.csv
6469920170608,5,12.csv
6469920170608,5,165.csv
1869920170609,1,168.csv
5575520170713,5,71.csv
0179520170504,2,73.csv
2175820170609,3,91.csv
1869920170609,3,39.csv
0179520170504,2,183.csv
5575520170711,3,101.csv
1869920170609,3,129.csv
0179520170504,4,72.csv
2175820170609,3,111.csv
0179520170504,3,80.csv
6469920170608,5,167.csv
0179520170504,1,108.csv
2175820170609,1,90.csv
6469920170608,1,28.csv
0179520170504,4,94.csv
0179520170504,3,90.csv
1869920170609,3,8.csv
5575520170711,4,43.csv
2175820170609,3,181.csv
0179520170504,1,155.csv
0179520170504,5,146.csv
1869920170609,1,121.csv
5575520170713,2,58.csv
0179520170504,3,194.csv
0179520170504,3,131.csv
0179520170504,4,131.csv
6469920170608,4,172.csv
1869920170609,2,7.csv
0179520170504,1,8.csv
2175820170609,2,22.csv
5575520170711,4,73.csv
0179520170504,1,21.csv
2175820170609,5,165.csv
1869920170609,4,146.csv
0179520170504,4,67.csv
5575520170713,5,154.csv
5575520170711,4,26.csv
1869920170609,5,134.csv
0179520170504,1,162.csv
5575520170713,5,161.csv
0179520170504,2,142.csv
1869920170609,4,101.csv
6469920170608,4,87.csv
0179520170504,4,84.csv
6469920170608,1,105.csv
6469920170608,5,15.csv
1869920170609,1,117.csv
1869920170609,5,140.csv
6469920170608,2,7.csv
6469920170608,5,11.csv
2175820170609,1,42.csv
0179520170504,2,92.csv
2175820170609,5,41.csv
6469920170608,5,162.csv
0179520170504,1,163.csv
5575520170713,3,48.csv
5575520170713,2,93.csv
1869920170609,4,127.csv
0179520170504,4,138.csv
6469920170608,4,41.csv
1869920170609,1,162.csv
1869920170609,5,201.csv
0179520170504,5,137.csv
2175820170609,4,147.csv
6469920170608,1,159.csv
2175820170609,1,56.csv
1869920170609,5,2.csv
6469920170608,1,20.csv
5575520170713,5,36.csv
0179520170504,3,91.csv
6469920170608,1,15.csv
5575520170711,3,123.csv
2175820170609,5,4.csv
